user_id,age_group,city_tier,subscription_date,subscription_plan,last_active_date,plan_change_date,new_subscription_plan
UIDJS03587c3b0d0,25-34,"Tier 1",2024-03-18,VIP,NULL,NULL,NULL
UIDJS035b8800974,25-34,"Tier 1",2024-07-08,VIP,NULL,NULL,NULL
UIDJS035bb754db3,25-34,"Tier 1",2024-11-28,Premium,2024-12-22,NULL,NULL
UIDJS035bcfcecf8,25-34,"Tier 1",2024-03-01,VIP,NULL,2024-08-01,Free
UIDJS035d7138811,35-44,"Tier 3",2024-08-10,VIP,NULL,2024-10-10,Premium
UIDJS035e2236e7c,35-44,"Tier 2",2024-01-02,VIP,NULL,NULL,NULL
UIDJS03603fb6df8,35-44,"Tier 2",2024-10-10,VIP,NULL,NULL,NULL
UIDJS036056dffa2,25-34,"Tier 1",2024-06-14,VIP,2024-12-07,NULL,NULL
UIDJS0363eed1822,25-34,"Tier 2",2024-03-10,VIP,NULL,2024-05-10,Premium
UIDJS03649b1b91a,18-24,"Tier 1",2024-03-18,Premium,NULL,NULL,NULL
UIDJS0364d095eaf,35-44,"Tier 2",2024-08-10,VIP,NULL,NULL,NULL
UIDJS03679da30ac,35-44,"Tier 1",2024-05-08,VIP,NULL,NULL,NULL
UIDJS03681044464,25-34,"Tier 2",2024-04-19,Premium,NULL,NULL,NULL
UIDJS036962dd10c,35-44,"Tier 1",2024-08-07,VIP,2024-09-28,NULL,NULL
UIDJS03697ed0707,25-34,"Tier 1",2024-06-10,Free,2024-09-07,NULL,NULL
UIDJS036a48af764,25-34,"Tier 2",2024-06-09,Free,NULL,NULL,NULL
UIDJS036a7f65210,25-34,"Tier 1",2024-02-11,Premium,NULL,NULL,NULL
UIDJS036b0100e9c,35-44,"Tier 1",2024-06-13,VIP,NULL,NULL,NULL
UIDJS036bd175f9a,18-24,"Tier 1",2024-04-21,Premium,2024-07-12,NULL,NULL
UIDJS0371300d966,45+,"Tier 1",2024-02-13,Premium,NULL,2024-04-13,Free
UIDJS0372b9d5d79,35-44,"Tier 1",2024-06-27,VIP,NULL,NULL,NULL
UIDJS0374c85bf47,25-34,"Tier 1",2024-01-22,Premium,NULL,NULL,NULL
UIDJS03767d0363a,18-24,"Tier 1",2024-05-05,VIP,NULL,NULL,NULL
UIDJS037770882d2,25-34,"Tier 1",2024-06-13,VIP,NULL,2024-08-13,Premium
UIDJS0377d28fe36,25-34,"Tier 2",2024-11-09,VIP,NULL,NULL,NULL
UIDJS038140a49d2,35-44,"Tier 2",2024-07-12,VIP,NULL,NULL,NULL
UIDJS0381ef64caa,25-34,"Tier 1",2024-10-08,Free,2024-12-05,NULL,NULL
UIDJS03829108493,25-34,"Tier 1",2024-03-28,Premium,NULL,NULL,NULL
UIDJS03841c8a547,45+,"Tier 2",2024-06-25,Free,2024-08-13,NULL,NULL
UIDJS03843746090,35-44,"Tier 3",2024-01-03,Premium,NULL,NULL,NULL
UIDJS03847ae51a5,25-34,"Tier 1",2024-10-19,VIP,NULL,NULL,NULL
UIDJS0385dbcb79f,25-34,"Tier 1",2024-06-20,VIP,NULL,2024-08-20,Free
UIDJS0385f6e30cb,45+,"Tier 2",2024-08-24,Premium,NULL,NULL,NULL
UIDJS0388324af2b,35-44,"Tier 1",2024-09-20,Premium,2024-11-24,NULL,NULL
UIDJS038cf7fa72a,45+,"Tier 1",2024-01-21,Premium,NULL,NULL,NULL
UIDJS038dec1707e,25-34,"Tier 1",2024-04-08,Premium,NULL,NULL,NULL
UIDJS038ec427563,25-34,"Tier 2",2024-05-12,Premium,2024-11-27,NULL,NULL
UIDJS038fd426270,35-44,"Tier 1",2024-05-30,VIP,NULL,2024-06-30,Premium
UIDJS039450b2771,35-44,"Tier 1",2024-09-04,Premium,NULL,NULL,NULL
UIDJS03945c7c652,25-34,"Tier 1",2024-11-29,Free,NULL,NULL,NULL
UIDJS039732730c9,25-34,"Tier 2",2024-04-04,Premium,NULL,NULL,NULL
UIDJS03999981d5c,35-44,"Tier 1",2024-01-22,Free,2024-07-25,NULL,NULL
UIDJS039ad0ae873,18-24,"Tier 2",2024-01-01,Free,NULL,2024-11-01,VIP
UIDJS039ad3c4b24,18-24,"Tier 1",2024-10-21,Free,2024-11-17,NULL,NULL
UIDJS039b226e334,18-24,"Tier 2",2024-10-19,Premium,NULL,NULL,NULL
UIDJS03a0ab1d5d0,35-44,"Tier 2",2024-01-08,Free,2024-02-14,NULL,NULL
UIDJS03a1785f702,25-34,"Tier 1",2024-07-29,Premium,NULL,NULL,NULL
UIDJS03a3a948e3d,35-44,"Tier 1",2024-07-22,VIP,NULL,NULL,NULL
UIDJS03a3d26e599,25-34,"Tier 2",2024-01-02,Free,2024-04-11,NULL,NULL
UIDJS03a429be933,35-44,"Tier 1",2024-09-09,Free,NULL,2024-10-09,VIP
UIDJS03a71e47786,25-34,"Tier 2",2024-02-27,Premium,NULL,NULL,NULL
UIDJS03aa689e08b,18-24,"Tier 2",2024-03-08,Free,2024-04-16,NULL,NULL
UIDJS03aadc0800d,18-24,"Tier 1",2024-09-25,VIP,NULL,NULL,NULL
UIDJS03aafc01a92,45+,"Tier 1",2024-11-16,Premium,NULL,NULL,NULL
UIDJS03ab6c15dff,25-34,"Tier 1",2024-04-17,Free,2024-05-26,NULL,NULL
UIDJS03ab709baf6,35-44,"Tier 1",2024-07-16,Premium,NULL,NULL,NULL
UIDJS03acdaa9ce1,35-44,"Tier 3",2024-11-08,VIP,NULL,NULL,NULL
UIDJS03ad8a5c96d,35-44,"Tier 3",2024-05-12,VIP,NULL,NULL,NULL
UIDJS03b1348b8f2,25-34,"Tier 1",2024-08-08,VIP,2024-09-18,NULL,NULL
UIDJS03b20bae147,25-34,"Tier 1",2024-09-24,VIP,NULL,2024-12-24,Free
UIDJS03b691894c2,25-34,"Tier 1",2024-03-16,VIP,NULL,NULL,NULL
UIDJS03b77566a88,18-24,"Tier 2",2024-08-11,Free,NULL,NULL,NULL
UIDJS03bad059115,35-44,"Tier 1",2024-04-15,VIP,NULL,2024-05-15,Premium
UIDJS03bb0a3d1c5,25-34,"Tier 2",2024-01-20,Premium,NULL,NULL,NULL
UIDJS03bb9e729cf,25-34,"Tier 2",2024-11-17,VIP,NULL,NULL,NULL
UIDJS03be0798ed3,25-34,"Tier 1",2024-01-28,VIP,NULL,NULL,NULL
UIDJS03beead962b,25-34,"Tier 2",2024-11-13,Free,NULL,NULL,NULL
UIDJS03bf952e010,25-34,"Tier 1",2024-02-07,Free,NULL,NULL,NULL
UIDJS03c01aa82dd,35-44,"Tier 1",2024-03-20,Premium,NULL,NULL,NULL
UIDJS03c1aed537d,25-34,"Tier 2",2024-01-17,VIP,NULL,NULL,NULL
UIDJS03c1e0604a1,45+,"Tier 2",2024-11-18,VIP,NULL,NULL,NULL
UIDJS03c270c658c,35-44,"Tier 3",2024-06-14,Free,2024-07-17,NULL,NULL
UIDJS03c4d99792e,25-34,"Tier 1",2024-09-04,VIP,NULL,NULL,NULL
UIDJS03c866efc18,25-34,"Tier 1",2024-02-17,Premium,NULL,NULL,NULL
UIDJS03c978787aa,35-44,"Tier 1",2024-04-21,Premium,NULL,NULL,NULL
UIDJS03cb28e2a7e,35-44,"Tier 1",2024-08-28,VIP,NULL,NULL,NULL
UIDJS03cc0dcfe8f,45+,"Tier 2",2024-01-27,Free,NULL,2024-02-27,Premium
UIDJS03cca9438b5,25-34,"Tier 2",2024-08-22,Free,NULL,NULL,NULL
UIDJS03cdd89a41d,25-34,"Tier 2",2024-02-06,VIP,NULL,NULL,NULL
UIDJS03ce43e3f37,25-34,"Tier 1",2024-07-07,VIP,NULL,2024-09-07,Free
UIDJS03ce8057f26,25-34,"Tier 1",2024-09-22,VIP,NULL,2024-11-22,Premium
UIDJS03ceb036857,35-44,"Tier 1",2024-05-15,Premium,NULL,NULL,NULL
UIDJS03cf6d96fff,35-44,"Tier 3",2024-06-04,Free,NULL,NULL,NULL
UIDJS03d06071b6b,25-34,"Tier 2",2024-10-02,VIP,NULL,NULL,NULL
UIDJS03d442d201d,45+,"Tier 3",2024-01-01,Free,NULL,NULL,NULL
UIDJS03d5f383496,25-34,"Tier 1",2024-05-19,Premium,NULL,NULL,NULL
UIDJS03d72bc9fca,25-34,"Tier 2",2024-10-15,VIP,NULL,NULL,NULL
UIDJS03d908f5395,35-44,"Tier 2",2024-09-05,VIP,NULL,2024-12-05,Free
UIDJS03dbaec3b8d,35-44,"Tier 1",2024-08-11,VIP,NULL,NULL,NULL
UIDJS03dbcfe1bfa,25-34,"Tier 2",2024-02-27,Free,2024-10-02,NULL,NULL
UIDJS03ddaa42974,25-34,"Tier 3",2024-11-03,VIP,NULL,2024-12-03,Free
UIDJS03dde1b24c5,45+,"Tier 1",2024-02-23,VIP,NULL,2024-03-23,Premium
UIDJS03de372f6ad,25-34,"Tier 1",2024-06-01,Premium,NULL,NULL,NULL
UIDJS03dfacfcb24,25-34,"Tier 2",2024-03-06,VIP,NULL,2024-06-06,Free
UIDJS03e03406684,18-24,"Tier 1",2024-11-14,VIP,NULL,NULL,NULL
UIDJS03e045ed9fd,35-44,"Tier 1",2024-09-17,VIP,2024-12-12,NULL,NULL
UIDJS03e1ddf3219,25-34,"Tier 1",2024-10-16,VIP,NULL,NULL,NULL
UIDJS03e32e65ba4,45+,"Tier 1",2024-02-18,VIP,NULL,2024-07-18,Premium
UIDJS03e59bdcc41,35-44,"Tier 2",2024-05-21,Premium,NULL,NULL,NULL
UIDJS03e68fb63e9,25-34,"Tier 2",2024-03-28,VIP,NULL,2024-05-28,Premium
UIDJS03e8b7a7af6,18-24,"Tier 2",2024-01-14,VIP,NULL,NULL,NULL
UIDJS03ea20d9f3d,25-34,"Tier 1",2024-05-10,Free,NULL,NULL,NULL
UIDJS03ebaf4c9c4,18-24,"Tier 1",2024-03-22,Premium,2024-06-24,NULL,NULL
UIDJS03ecdb29dec,25-34,"Tier 1",2024-03-03,Premium,2024-07-22,NULL,NULL
UIDJS03ed264443a,25-34,"Tier 1",2024-01-10,VIP,NULL,2024-06-10,Premium
UIDJS03f036a0fb6,25-34,"Tier 1",2024-08-24,VIP,NULL,NULL,NULL
UIDJS03f0397624c,35-44,"Tier 1",2024-01-20,VIP,NULL,2024-10-20,Premium
UIDJS03f06b2cd23,45+,"Tier 1",2024-07-04,Premium,NULL,NULL,NULL
UIDJS03f20a4e815,35-44,"Tier 2",2024-11-11,Free,NULL,NULL,NULL
UIDJS03f4aeaa65b,45+,"Tier 3",2024-09-07,Free,NULL,NULL,NULL
UIDJS03f52eee969,45+,"Tier 1",2024-11-26,VIP,NULL,NULL,NULL
UIDJS03f59f754bf,25-34,"Tier 3",2024-04-06,Free,NULL,NULL,NULL
UIDJS03f8109149c,35-44,"Tier 1",2024-08-05,VIP,NULL,NULL,NULL
UIDJS03f84a8d7d4,18-24,"Tier 1",2024-04-07,Free,NULL,2024-05-07,Premium
UIDJS03f911f941a,25-34,"Tier 1",2024-05-23,Premium,NULL,NULL,NULL
UIDJS03f988bb63d,25-34,"Tier 1",2024-02-28,Premium,NULL,NULL,NULL
UIDJS03f9efa5833,45+,"Tier 1",2024-05-04,VIP,NULL,2024-11-04,Free
UIDJS03fac393fc9,25-34,"Tier 1",2024-10-07,VIP,NULL,2024-11-07,Premium
UIDJS03fb8ccc74d,35-44,"Tier 2",2024-07-05,Free,NULL,NULL,NULL
UIDJS03fed6db053,25-34,"Tier 1",2024-04-22,VIP,NULL,NULL,NULL
UIDJS04010b07346,18-24,"Tier 1",2024-03-02,Premium,NULL,NULL,NULL
UIDJS040119b6107,35-44,"Tier 1",2024-10-15,Free,NULL,2024-11-15,VIP
UIDJS04013e24f12,45+,"Tier 1",2024-04-09,Premium,NULL,NULL,NULL
UIDJS0401cc86309,25-34,"Tier 3",2024-05-31,Free,2024-07-23,NULL,NULL
UIDJS04024ccc0c1,18-24,"Tier 2",2024-08-27,VIP,NULL,NULL,NULL
UIDJS040400a3c37,25-34,"Tier 2",2024-01-24,Premium,NULL,NULL,NULL
UIDJS04057f7b720,25-34,"Tier 1",2024-06-12,VIP,NULL,NULL,NULL
UIDJS04089a82665,35-44,"Tier 1",2024-07-16,Premium,NULL,NULL,NULL
UIDJS0408a637c21,35-44,"Tier 1",2024-10-09,Premium,NULL,NULL,NULL
UIDJS040b7e84c68,35-44,"Tier 2",2024-09-04,VIP,NULL,2024-12-04,Free
UIDJS040d1ea1ebb,18-24,"Tier 1",2024-11-05,VIP,NULL,NULL,NULL
UIDJS040dd6f391e,18-24,"Tier 1",2024-07-08,Premium,NULL,NULL,NULL
UIDJS04115306e5c,25-34,"Tier 3",2024-03-02,Free,NULL,NULL,NULL
UIDJS041487717c2,18-24,"Tier 2",2024-02-16,Premium,NULL,NULL,NULL
UIDJS041518ad4b4,18-24,"Tier 1",2024-03-13,Premium,NULL,NULL,NULL
UIDJS04153262b14,45+,"Tier 1",2024-07-31,Premium,NULL,NULL,NULL
UIDJS0416af45d75,25-34,"Tier 1",2024-02-10,VIP,2024-05-16,NULL,NULL
UIDJS041735e3055,45+,"Tier 2",2024-07-28,Free,NULL,NULL,NULL
UIDJS04173e3a953,25-34,"Tier 1",2024-07-03,Premium,NULL,NULL,NULL
UIDJS04180946017,25-34,"Tier 1",2024-03-11,VIP,NULL,2024-04-11,Free
UIDJS041b409543c,25-34,"Tier 2",2024-02-09,VIP,NULL,NULL,NULL
UIDJS041c209faae,25-34,"Tier 1",2024-05-10,Premium,NULL,NULL,NULL
UIDJS041ccd1627b,35-44,"Tier 2",2024-01-22,Premium,NULL,NULL,NULL
UIDJS041cd3190df,35-44,"Tier 1",2024-11-07,Free,NULL,NULL,NULL
UIDJS041ee0f29ba,25-34,"Tier 1",2024-07-14,Premium,NULL,NULL,NULL
UIDJS041f5841a11,18-24,"Tier 1",2024-10-09,Premium,NULL,NULL,NULL
UIDJS04204bf8980,45+,"Tier 1",2024-08-21,Premium,NULL,NULL,NULL
UIDJS0420b07de99,25-34,"Tier 2",2024-06-04,VIP,NULL,NULL,NULL
UIDJS0420eb3acce,25-34,"Tier 3",2024-08-08,VIP,NULL,2024-12-08,Free
UIDJS0420faa4250,35-44,"Tier 2",2024-06-06,Free,NULL,2024-07-06,Premium
UIDJS0421de879ac,45+,"Tier 1",2024-02-22,Free,2024-10-17,NULL,NULL
UIDJS04222a9539b,25-34,"Tier 1",2024-05-04,VIP,NULL,NULL,NULL
UIDJS0423389e436,35-44,"Tier 1",2024-04-17,Free,NULL,NULL,NULL
UIDJS0423fa0259c,25-34,"Tier 3",2024-04-16,Free,2024-05-17,NULL,NULL
UIDJS0425e32f842,35-44,"Tier 1",2024-06-25,Free,2024-09-22,NULL,NULL
UIDJS042665e4961,18-24,"Tier 3",2024-03-14,Free,NULL,NULL,NULL
UIDJS0428092d76b,35-44,"Tier 1",2024-02-27,Free,NULL,2024-04-27,Premium
UIDJS042818fca2d,25-34,"Tier 2",2024-11-21,VIP,NULL,NULL,NULL
UIDJS042ac2a3e2a,45+,"Tier 1",2024-08-10,Premium,NULL,NULL,NULL
UIDJS042b76ed822,25-34,"Tier 2",2024-04-23,Free,NULL,2024-05-23,VIP
UIDJS042d28b0b0a,45+,"Tier 1",2024-11-19,Premium,NULL,NULL,NULL
UIDJS042ef891e81,35-44,"Tier 1",2024-10-30,Premium,NULL,NULL,NULL
UIDJS042f67753b4,35-44,"Tier 1",2024-08-11,Free,2024-09-24,NULL,NULL
UIDJS0430791bdce,35-44,"Tier 3",2024-04-29,Premium,NULL,NULL,NULL
UIDJS0431d26edf9,35-44,"Tier 2",2024-04-19,VIP,NULL,2024-05-19,Free
UIDJS04349ebc062,35-44,"Tier 1",2024-09-30,Premium,NULL,NULL,NULL
UIDJS043640d4962,45+,"Tier 3",2024-08-01,VIP,NULL,2024-10-01,Premium
UIDJS043720f4199,45+,"Tier 2",2024-05-01,VIP,NULL,2024-07-01,Premium
UIDJS0437586687a,35-44,"Tier 2",2024-02-03,VIP,NULL,NULL,NULL
UIDJS0437fe2326d,25-34,"Tier 2",2024-10-13,Free,2024-11-15,NULL,NULL
UIDJS043aec419d9,18-24,"Tier 1",2024-06-27,VIP,NULL,NULL,NULL
UIDJS043d28055a8,25-34,"Tier 3",2024-11-23,Free,2024-12-15,NULL,NULL
UIDJS0441de21b8d,25-34,"Tier 2",2024-06-28,Free,2024-08-10,NULL,NULL
UIDJS044221fce7b,25-34,"Tier 2",2024-06-03,VIP,NULL,NULL,NULL
UIDJS04445e68b39,18-24,"Tier 1",2024-11-13,Free,NULL,NULL,NULL
UIDJS04456fb821e,18-24,"Tier 2",2024-01-06,VIP,NULL,NULL,NULL
UIDJS044663eb310,25-34,"Tier 2",2024-08-27,VIP,NULL,NULL,NULL
UIDJS044730d3947,45+,"Tier 2",2024-03-17,Free,NULL,NULL,NULL
UIDJS044bc6fb5cf,25-34,"Tier 3",2024-11-11,Premium,NULL,NULL,NULL
UIDJS044c92536d1,35-44,"Tier 2",2024-10-12,Premium,NULL,NULL,NULL
UIDJS044e249e42d,45+,"Tier 1",2024-11-18,Premium,NULL,NULL,NULL
UIDJS044fd2b8e57,25-34,"Tier 1",2024-05-27,Premium,NULL,NULL,NULL
UIDJS045068bda4d,25-34,"Tier 1",2024-06-21,Free,NULL,NULL,NULL
UIDJS0452fadf799,45+,"Tier 2",2024-05-15,Free,NULL,NULL,NULL
UIDJS04542c85e36,25-34,"Tier 1",2024-08-05,Premium,NULL,NULL,NULL
UIDJS04548864ff0,45+,"Tier 1",2024-05-04,VIP,NULL,NULL,NULL
UIDJS04556db3ba0,25-34,"Tier 1",2024-07-18,VIP,NULL,NULL,NULL
UIDJS0455ed257e6,18-24,"Tier 1",2024-05-09,VIP,NULL,NULL,NULL
UIDJS04596b0fc97,25-34,"Tier 1",2024-09-13,Premium,NULL,NULL,NULL
UIDJS045b7dd7a8d,25-34,"Tier 1",2024-02-29,VIP,NULL,2024-03-29,Premium
UIDJS045c7cbe09d,25-34,"Tier 2",2024-01-10,Free,2024-05-01,NULL,NULL
UIDJS045e23c9ff2,18-24,"Tier 2",2024-11-26,Premium,NULL,NULL,NULL
UIDJS045e6c2b20f,18-24,"Tier 1",2024-02-05,Free,NULL,NULL,NULL
UIDJS0461d4f89bb,25-34,"Tier 2",2024-08-11,VIP,NULL,2024-10-11,Premium
UIDJS04634ebb0df,25-34,"Tier 1",2024-01-01,Free,2024-02-15,NULL,NULL
UIDJS0464a8d4842,45+,"Tier 1",2024-06-03,Free,NULL,NULL,NULL
UIDJS0465571f783,25-34,"Tier 2",2024-03-24,VIP,NULL,2024-04-24,Premium
UIDJS04660627145,45+,"Tier 1",2024-06-29,Premium,NULL,2024-10-29,VIP
UIDJS04667511d16,45+,"Tier 2",2024-05-02,Free,2024-06-01,NULL,NULL
UIDJS0469692073b,45+,"Tier 1",2024-04-08,VIP,NULL,NULL,NULL
UIDJS046b46b80aa,25-34,"Tier 1",2024-02-11,VIP,2024-04-12,NULL,NULL
UIDJS046b6f57503,18-24,"Tier 1",2024-10-21,Premium,NULL,NULL,NULL
UIDJS046ca5238a7,35-44,"Tier 3",2024-10-22,Free,NULL,NULL,NULL
UIDJS0471166186c,18-24,"Tier 1",2024-05-31,Premium,NULL,NULL,NULL
UIDJS04717c4b1f9,25-34,"Tier 2",2024-05-07,VIP,NULL,NULL,NULL
UIDJS047544b6dda,25-34,"Tier 1",2024-01-21,Premium,NULL,NULL,NULL
UIDJS047a2f7daef,18-24,"Tier 3",2024-09-15,Free,NULL,NULL,NULL
UIDJS047ac553ced,35-44,"Tier 2",2024-05-13,VIP,NULL,2024-06-13,Premium
UIDJS047c0b0459e,25-34,"Tier 1",2024-04-05,Premium,NULL,NULL,NULL
UIDJS047c19e27fb,25-34,"Tier 2",2024-03-24,VIP,NULL,NULL,NULL
UIDJS047e693715f,25-34,"Tier 1",2024-07-14,Free,NULL,NULL,NULL
UIDJS047fd42b080,45+,"Tier 1",2024-06-24,VIP,NULL,2024-08-24,Premium
UIDJS04808d3474f,18-24,"Tier 1",2024-05-14,VIP,NULL,NULL,NULL
UIDJS0481d4256e4,25-34,"Tier 1",2024-09-12,Premium,NULL,NULL,NULL
UIDJS0481ffed22b,25-34,"Tier 1",2024-10-20,Free,2024-11-15,NULL,NULL
UIDJS0482b76fce7,45+,"Tier 2",2024-03-29,Premium,NULL,NULL,NULL
UIDJS04835ad2121,25-34,"Tier 3",2024-01-25,VIP,NULL,NULL,NULL
UIDJS04836d78f69,25-34,"Tier 1",2024-08-21,VIP,NULL,NULL,NULL
UIDJS0486f820b14,25-34,"Tier 2",2024-07-04,Free,NULL,NULL,NULL
UIDJS0488bec4c93,25-34,"Tier 2",2024-11-09,VIP,NULL,NULL,NULL
UIDJS048ae93c8ba,35-44,"Tier 1",2024-04-08,VIP,NULL,NULL,NULL
UIDJS048af316b23,25-34,"Tier 2",2024-06-17,VIP,NULL,2024-07-17,Premium
UIDJS048c9a8112b,35-44,"Tier 1",2024-06-10,VIP,NULL,NULL,NULL
UIDJS0491fcf5721,25-34,"Tier 3",2024-02-27,Free,2024-07-27,NULL,NULL
UIDJS0495a3929ed,25-34,"Tier 2",2024-04-16,VIP,NULL,NULL,NULL
UIDJS0496186fc80,25-34,"Tier 2",2024-03-31,VIP,2024-05-28,NULL,NULL
UIDJS04962603715,45+,"Tier 2",2024-07-05,Free,2024-08-27,NULL,NULL
UIDJS04966414d28,25-34,"Tier 2",2024-06-07,VIP,NULL,2024-08-07,Premium
UIDJS04982af5fbe,25-34,"Tier 3",2024-08-28,VIP,NULL,NULL,NULL
UIDJS0498cd84a67,18-24,"Tier 1",2024-11-07,Premium,NULL,NULL,NULL
UIDJS049a2091aa3,45+,"Tier 3",2024-06-22,VIP,NULL,NULL,NULL
UIDJS049a97aa501,25-34,"Tier 1",2024-06-16,VIP,NULL,NULL,NULL
UIDJS049c564cf90,18-24,"Tier 2",2024-01-02,VIP,2024-08-15,NULL,NULL
UIDJS049d9ccd9f1,35-44,"Tier 2",2024-03-24,VIP,NULL,2024-04-24,Premium
UIDJS049de54a414,35-44,"Tier 1",2024-06-28,Premium,NULL,2024-07-28,Free
UIDJS04a007526d7,35-44,"Tier 1",2024-06-22,VIP,2024-08-15,NULL,NULL
UIDJS04a36d316fa,35-44,"Tier 1",2024-02-05,VIP,NULL,2024-04-05,Premium
UIDJS04a635071a3,25-34,"Tier 1",2024-02-17,VIP,NULL,2024-04-17,Free
UIDJS04a89228961,25-34,"Tier 1",2024-05-16,Premium,NULL,NULL,NULL
UIDJS04abe33ea6d,25-34,"Tier 1",2024-10-10,Premium,NULL,NULL,NULL
UIDJS04ac8906ac9,45+,"Tier 1",2024-01-05,Premium,NULL,NULL,NULL
UIDJS04b0db8927a,25-34,"Tier 3",2024-06-06,Free,NULL,NULL,NULL
UIDJS04b1c3da744,45+,"Tier 2",2024-05-06,VIP,NULL,NULL,NULL
UIDJS04b3d874f80,18-24,"Tier 3",2024-11-02,Free,NULL,NULL,NULL
UIDJS04b4bcba5bf,35-44,"Tier 2",2024-07-20,Premium,NULL,NULL,NULL
UIDJS04b5f244b60,18-24,"Tier 1",2024-09-22,VIP,NULL,NULL,NULL
UIDJS04b9e7d5077,25-34,"Tier 1",2024-01-28,VIP,NULL,NULL,NULL
UIDJS04ba54044ec,35-44,"Tier 2",2024-05-03,VIP,NULL,2024-11-03,Free
UIDJS04babf6d719,18-24,"Tier 1",2024-07-13,Free,NULL,NULL,NULL
UIDJS04be049d577,35-44,"Tier 1",2024-03-02,VIP,2024-09-23,NULL,NULL
UIDJS04bec0252e9,25-34,"Tier 2",2024-09-03,Free,NULL,NULL,NULL
UIDJS04beccb9a36,25-34,"Tier 2",2024-06-11,Free,NULL,NULL,NULL
UIDJS04c12151916,35-44,"Tier 2",2024-01-04,VIP,NULL,2024-03-04,Premium
UIDJS04c1aeee6ca,45+,"Tier 2",2024-10-27,Free,2024-11-19,NULL,NULL
UIDJS04c38c8cebd,35-44,"Tier 1",2024-03-27,VIP,NULL,2024-06-27,Free
UIDJS04c3f28d0b2,35-44,"Tier 2",2024-09-12,VIP,NULL,NULL,NULL
UIDJS04c43dbd382,45+,"Tier 1",2024-10-05,Premium,NULL,NULL,NULL
UIDJS04c6e14472e,25-34,"Tier 3",2024-05-16,Free,2024-12-07,NULL,NULL
UIDJS04c8c3d93e0,45+,"Tier 1",2024-04-11,Premium,NULL,NULL,NULL
UIDJS04c8cedbbd4,18-24,"Tier 1",2024-10-29,VIP,NULL,NULL,NULL
UIDJS04cd1f348f3,25-34,"Tier 1",2024-03-10,VIP,NULL,NULL,NULL
UIDJS04cd96bdc97,25-34,"Tier 1",2024-04-12,Premium,NULL,NULL,NULL
UIDJS04ce00a371b,25-34,"Tier 1",2024-02-05,Premium,NULL,NULL,NULL
UIDJS04cfbad49ec,25-34,"Tier 1",2024-08-28,Premium,NULL,NULL,NULL
UIDJS04d1a0ccbee,25-34,"Tier 1",2024-02-11,VIP,NULL,NULL,NULL
UIDJS04d29c8fbaa,35-44,"Tier 3",2024-08-15,Free,NULL,NULL,NULL
UIDJS04d54ef9aa9,45+,"Tier 3",2024-08-18,Free,NULL,NULL,NULL
UIDJS04de502843d,18-24,"Tier 1",2024-09-08,VIP,NULL,NULL,NULL
UIDJS04dfdc6da04,45+,"Tier 2",2024-08-04,VIP,2024-09-22,NULL,NULL
UIDJS04e0c468425,35-44,"Tier 2",2024-04-16,Free,NULL,NULL,NULL
UIDJS04e3f07c396,45+,"Tier 2",2024-04-30,Free,NULL,NULL,NULL
UIDJS04e51c6e828,25-34,"Tier 1",2024-05-16,Premium,NULL,NULL,NULL
UIDJS04e55b5479f,25-34,"Tier 3",2024-09-24,VIP,NULL,NULL,NULL
UIDJS04e9de0197a,25-34,"Tier 1",2024-08-02,Free,NULL,NULL,NULL
UIDJS04eea75c9dd,25-34,"Tier 2",2024-10-18,VIP,NULL,NULL,NULL
UIDJS04efc26ca4f,25-34,"Tier 1",2024-08-05,VIP,NULL,2024-10-05,Free
UIDJS04f0536812a,25-34,"Tier 1",2024-01-08,VIP,NULL,NULL,NULL
UIDJS04f0eb09fed,25-34,"Tier 1",2024-04-14,Free,NULL,NULL,NULL
UIDJS04f0f676206,35-44,"Tier 1",2024-10-09,VIP,NULL,NULL,NULL
UIDJS04f413194fa,25-34,"Tier 1",2024-06-12,Premium,NULL,NULL,NULL
UIDJS04f45e04325,45+,"Tier 2",2024-06-01,Free,2024-11-01,NULL,NULL
UIDJS04f69740068,35-44,"Tier 3",2024-11-03,VIP,NULL,NULL,NULL
UIDJS04f7aa21bba,25-34,"Tier 2",2024-01-28,Free,NULL,NULL,NULL
UIDJS04f81b90230,35-44,"Tier 1",2024-11-26,Premium,NULL,NULL,NULL
UIDJS04f9ad8ca06,25-34,"Tier 1",2024-08-08,Free,NULL,NULL,NULL
UIDJS04fa16ed524,25-34,"Tier 1",2024-08-02,Premium,NULL,NULL,NULL
UIDJS04fc3ab462a,35-44,"Tier 2",2024-08-31,Premium,NULL,NULL,NULL
UIDJS04fc5b4c63d,25-34,"Tier 1",2024-02-14,Free,NULL,NULL,NULL
UIDJS04fcfcb2639,35-44,"Tier 1",2024-09-05,VIP,NULL,NULL,NULL
UIDJS04feeaf56e7,25-34,"Tier 1",2024-08-13,Free,NULL,NULL,NULL
UIDJS0500e2ff7aa,25-34,"Tier 1",2024-06-01,VIP,NULL,NULL,NULL
UIDJS050148ff326,45+,"Tier 1",2024-11-08,Premium,NULL,NULL,NULL
UIDJS05040603410,25-34,"Tier 2",2024-10-05,VIP,NULL,NULL,NULL
UIDJS05063473f7d,25-34,"Tier 2",2024-04-28,Free,2024-07-01,NULL,NULL
UIDJS05092ebd02d,45+,"Tier 1",2024-06-24,Premium,NULL,NULL,NULL
